sentences,lable
" Their high-pitched sounds may mimic the cries of a hungry human infant, making them particularly difficult for humans to ignore",0
 Some pet cats are poorly socialized,0
" In particular, older cats show aggressiveness toward newly arrived kittens, which include biting and scratching; this type of behavior is known as feline asocial aggression",0
Redirected aggression is a common form of aggression which can occur in multiple cat households,0
" In redirected aggression there is usually something that agitates the cat: this could be a sight, sound, or another source of stimuli which causes a heightened level of anxiety or arousal",0
" If the cat cannot attack the stimuli, it may direct anger elsewhere by attacking or directing aggression to the nearest cat, dog, human or other being",0
Domestic cats' scent rubbing behavior toward humans or other cats is thought to be a feline means for social bonding,0
"


=== Communication ===

Domestic cats use many vocalizations for communication, including purring, trilling, hissing, growling/snarling, grunting, and several different forms of meowing",0
" Their body language, including position of ears and tail, relaxation of the whole body, and kneading of the paws, are all indicators of mood",0
 The tail and ears are particularly important social signal mechanisms in cats,0
" A raised tail indicates a friendly greeting, and flattened ears indicates hostility",0
" Tail-raising also indicates the cat's position in the group's social hierarchy, with dominant individuals raising their tails less often than subordinate ones",0
 Feral cats are generally silent,0
": 208  Nose-to-nose touching is also a common greeting and may be followed by social grooming, which is solicited by one of the cats raising and tilting its head",0
"Purring may have developed as an evolutionary advantage as a signaling mechanism of reassurance between mother cats and nursing kittens, who are thought to use it as a care-soliciting signal",0
"
Post-nursing cats also often purr as a sign of contentment: when being petted, becoming relaxed, or eating",0
" Even though purring is popularly interpreted as indicative of pleasure, it has been recorded in a wide variety of circumstances, most of which involve physical contact between the cat and another, presumably trusted individual",0
" Some cats have been observed to purr continuously when
chronically ill or in apparent pain",0
"The exact mechanism by which cats purr has long been elusive, but it has been proposed that purring is generated via a series of sudden build-ups and releases of pressure as the glottis is opened and closed, which causes the vocal folds to separate forcefully",0
" The laryngeal muscles in control of the glottis
are thought to be driven by a neural oscillator which generates a cycle of contraction and release every 30-40
milliseconds (giving a frequency of 33 to 25 Hz)",0
"


=== Grooming ===

Cats are known for spending considerable amounts of time licking their coats to keep them clean",0
" The cat's tongue has backward-facing spines about 500 μm long, which are called papillae",0
 These contain keratin which makes them rigid so the papillae act like a hairbrush,0
" Some cats, particularly longhaired cats, occasionally regurgitate hairballs of fur that have collected in their stomachs from grooming",0
 These clumps of fur are usually sausage-shaped and about 2–3 cm (3⁄4–1+1⁄4 in) long,0
" Hairballs can be prevented with remedies that ease elimination of the hair through the gut, as well as regular grooming of the coat with a comb or stiff brush",0
"


=== Fighting ===

Among domestic cats, males are more likely to fight than females",0
" Among feral cats, the most common reason for cat fighting is competition between two males to mate with a female",0
" In such cases, most fights are won by the heavier male",0
 Another common reason for fighting in domestic cats is the difficulty of establishing territories within a small home,0
 Female cats also fight over territory or to defend their kittens,0
" Neutering will decrease or eliminate this behavior in many cases, suggesting that the behavior is linked to sex hormones",0
"When cats become aggressive, they try to make themselves appear larger and more threatening by raising their fur, arching their backs, turning sideways and hissing or spitting",0
" Often, the ears are pointed down and back to avoid damage to the inner ear and potentially listen for any changes behind them while focused forward",0
 Cats may also vocalize loudly and bare their teeth in an effort to further intimidate their opponents,0
 Fights usually consist of grappling and delivering powerful slaps to the face and body with the forepaws as well as bites,0
 Cats also throw themselves to the ground in a defensive posture to rake their opponent's belly with their powerful hind legs,0
"Serious damage is rare, as the fights are usually short in duration, with the loser running away with little more than a few scratches to the face and ears",0
 Fights for mating rights are typically more severe and injuries may include deep puncture wounds and lacerations,0
" Normally, serious injuries from fighting are limited to infections of scratches and bites, though these can occasionally kill cats if untreated",0
" In addition, bites are probably the main route of transmission of feline immunodeficiency virus",0
" Sexually active males are usually involved in many fights during their lives, and often have decidedly battered faces with obvious scars and cuts to their ears and nose",0
